ticket_id,industry,category,priority,sentiment,title,description,created_date,channel,resolution_time_hours
TKT-005405,E-Commerce / Retail,delivery,low,negative,Missing items from order ORD-8312219,I received the box for order ORD-8312219 but only 2 of 6 items were inside. Please fix this as soon as possible.,2025-11-22,mobile,120
TKT-005407,E-Commerce / Retail,account,medium,neutral,Email change request never confirmed,"Hi,

I requested an email change on 2026-02-05. The confirmation never arrived.

Thank you,",2025-03-09,email,72
TKT-005408,E-Commerce / Retail,billing,high,negative,Tax charged on tax-exempt account — order ORD-6960666,"Hi,

My tax exemption certificate is on file but order ORD-6960666 still shows $44 in sales tax. Please reverse.",2025-12-15,web,24
TKT-005410,E-Commerce / Retail,account,medium,neutral,Password reset email not arriving,"To whom it may concern,

Clicked 'Forgot Password' 3 times. No reset email arrives. Checked spam.

Thanks,",2025-04-29,email,72
TKT-005412,E-Commerce / Retail,delivery,high,neutral,Return pickup for ORD-3946077 never scheduled,"Dear support team,

I requested a return pickup for order ORD-3946077 on 2026-02-08 but no one has contacted me to arrange it.

Best,",2025-06-07,web,12
TKT-005417,E-Commerce / Retail,delivery,high,negative,Damaged item in order ORD-4806349,"Hi there,

This is unacceptable — the item in order ORD-4806349 arrived with a cracked outer box. Product inside is unusable. I have photos.

Thank you,",2025-05-02,web,2
TKT-005419,E-Commerce / Retail,delivery,high,negative,Wrong item in order ORD-8952982,"I can't believe that i ordered a size M black hoodie but received the wrong colour in order ORD-8952982.

Please help ASAP.",2025-09-29,chat,8
TKT-005420,E-Commerce / Retail,account,medium,neutral,Cannot log in despite correct credentials,"To whom it may concern,

I reset my password 10 minutes ago but still get 'Invalid credentials' on 5 devices.

Regards,",2026-01-12,web,96
TKT-005425,E-Commerce / Retail,billing,high,negative,Wrong amount charged on order ORD-4899161,"Dear support team,

Invoice for order ORD-4899161 shows $228 but the product page listed $210. I was overcharged by $18. I am very frustrated.

Best,",2026-01-17,email,24
TKT-005430,E-Commerce / Retail,delivery,medium,negative,Order ORD-9564187 stuck in transit 11 days,"Hey,

Order ORD-9564187 has shown 'In Transit' on DHL for 10 days. Last scan: Atlanta hub. I need this resolved immediately.

Please help ASAP.",2025-06-08,web,48
TKT-005431,E-Commerce / Retail,account,medium,neutral,Cannot see invoices or download receipts,"Hello,

'My Invoices' shows a blank page. I need receipts for 5 orders for expenses.",2025-08-05,email,8
TKT-005433,E-Commerce / Retail,delivery,high,negative,Order ORD-2136461 stuck in transit 10 days,"Hey,

Order ORD-2136461 has shown 'In Transit' on UPS for 15 days. Last scan: Atlanta hub. I am very frustrated.

Looking forward to your response.",2026-01-02,mobile,4
TKT-005436,E-Commerce / Retail,delivery,medium,neutral,Damaged item in order ORD-8702809,"Dear support team,

The item in order ORD-8702809 arrived with a broken outer box. Product inside is unusable. I have photos.

Regards,",2025-11-02,web,48
TKT-005437,E-Commerce / Retail,account,high,neutral,Cannot log in despite correct credentials,"Hello,

I reset my password 10 minutes ago but still get 'Invalid credentials' on 3 devices.

Thanks,",2025-10-29,chat,8
TKT-005438,E-Commerce / Retail,technical,medium,neutral,Search returns zero results for existing products,"Searching 'running shoes' returns nothing, yet these products appear on the homepage.

Thank you,",2025-12-02,mobile,72
TKT-005439,E-Commerce / Retail,delivery,medium,neutral,Damaged item in order ORD-5424829,"The item in order ORD-5424829 arrived with a broken outer box. Product inside is unusable. I have photos. This is very urgent.

Best,",2025-04-12,email,8
TKT-005444,E-Commerce / Retail,billing,high,neutral,Partial refund for order ORD-3990750 is short,"Hello,

I returned 3 items from order ORD-3990750 worth $567. The refund I got was only $19. I'm owed $548 more.

Thank you,",2026-02-11,web,4
TKT-005446,E-Commerce / Retail,billing,high,negative,Price mismatch between cart and final checkout,"Good morning,

Product showed $553 in cart but jumped to $605 at final checkout. I expected the advertised price.

Please help ASAP.",2025-12-11,email,2
TKT-005450,E-Commerce / Retail,account,medium,negative,Saved payment card disappears after a day,"Dear support team,

I've added my Mastercard card 4 times. It vanishes within a day.

Please help ASAP.",2025-03-21,web,72
TKT-005455,E-Commerce / Retail,technical,medium,positive,Checkout form validation loop — address rejected,"Good afternoon,

Checkout keeps saying my address is invalid. I've tried 18 times.",2025-03-03,chat,48
TKT-005456,E-Commerce / Retail,delivery,high,positive,Package ORD-5133533 delivered to someone else,"Delivery photo shows my package left at a different house. My address is clearly on the label.

Thanks,",2026-01-26,chat,8
TKT-005457,E-Commerce / Retail,billing,low,positive,Account shows wrong order count,"Hey,

My account summary says I have 19 orders but I've actually placed 59. I need this resolved immediately.

Please help ASAP.",2025-10-05,web,96
TKT-005462,E-Commerce / Retail,technical,medium,neutral,Wishlist items disappear after logout,I save items to my wishlist but every time I log out and back in the wishlist is empty.,2025-08-07,email,24
TKT-005463,E-Commerce / Retail,billing,low,negative,Wrong amount charged on order ORD-3018015,"Invoice for order ORD-3018015 shows $329 but the product page listed $287. I was overcharged by $42.

Regards,",2025-12-31,email,120
TKT-005467,E-Commerce / Retail,billing,high,negative,Promo code not applied — order ORD-1748177,"Good afternoon,

I'm really frustrated because i used code FLASH30 at checkout for order ORD-1748177 but the 6% discount was never deducted. I was charged $568.

Please help ASAP.",2025-06-07,mobile,8
TKT-005468,E-Commerce / Retail,account,medium,negative,Locked out by two-factor authentication,"Hi there,

I got a new phone and cannot get past the 2FA screen.",2026-01-27,web,24
TKT-005469,E-Commerce / Retail,account,low,neutral,Password reset email not arriving,"Good morning,

Clicked 'Forgot Password' 7 times. No reset email arrives. Checked spam.

Thanks,",2025-06-20,chat,120
TKT-005476,E-Commerce / Retail,technical,high,negative,Cannot add items to cart — page keeps reloading,"I'm having a serious issue — every 'Add to Cart' click reloads the page and leaves the cart empty. Tried Safari on iOS 17.

Please help ASAP.",2025-04-30,web,48
TKT-005478,E-Commerce / Retail,technical,high,neutral,Entire order history disappeared after app update,"To whom it may concern,

After updating to v4.3.1 on 2026-02-08, all 70 past orders are gone.

I expect a quick resolution.",2025-12-24,chat,8
TKT-005480,E-Commerce / Retail,delivery,medium,negative,Return pickup for ORD-1506045 never scheduled,"To whom it may concern,

I requested a return pickup for order ORD-1506045 on 2026-02-05 but no one has contacted me to arrange it. This is very urgent.

Best,",2025-07-17,web,72
TKT-005483,E-Commerce / Retail,account,low,neutral,Account suspended without notification,"I logged in to find my account suspended. No email, no warning. I have 15 pending orders.

I expect a quick resolution.",2025-09-28,mobile,168
TKT-005484,E-Commerce / Retail,billing,high,neutral,Gift card balance ignored at checkout,"Good morning,

My $347 gift card (GC-702327) was not deducted at checkout. I was charged the full amount.

Thank you,",2025-03-27,mobile,4
TKT-005485,E-Commerce / Retail,technical,medium,neutral,App crashes at payment on macOS Sonoma,"The app crashes every time I reach the payment screen. Reinstalled twice. Version 4.1.2.

Best,",2025-03-27,email,24
TKT-005487,E-Commerce / Retail,account,low,neutral,Locked out by two-factor authentication,"Hey,

I got a new phone and cannot get past the 2FA screen.

Regards,",2025-08-12,chat,120
TKT-005490,E-Commerce / Retail,account,medium,neutral,Cannot log in despite correct credentials,"I reset my password 10 minutes ago but still get 'Invalid credentials' on 5 devices.

Looking forward to your response.",2025-03-23,chat,72
TKT-005494,E-Commerce / Retail,account,high,neutral,Loyalty points dropped to zero after app update,"I had 1103 points. After the app updated on 2026-02-11 they all vanished.

I expect a quick resolution.",2025-12-10,mobile,4
TKT-005504,E-Commerce / Retail,billing,low,negative,Tax charged on tax-exempt account — order ORD-8738745,"Good afternoon,

I'm really frustrated because my tax exemption certificate is on file but order ORD-8738745 still shows $75 in sales tax. Please reverse. This has been going on for too long.

Looking forward to your response.",2025-03-09,mobile,72
TKT-005507,E-Commerce / Retail,technical,low,neutral,Wishlist items disappear after logout,"Good afternoon,

I save items to my wishlist but every time I log out and back in the wishlist is empty.

Thank you,",2025-03-22,mobile,96
TKT-005508,E-Commerce / Retail,delivery,high,negative,Paid for express shipping on ORD-7487584 but standard used,"Hello,

This is unacceptable — i paid $15 for next-day shipping on order ORD-7487584 but it arrived 6 days late.

Thank you,",2025-12-27,mobile,8
TKT-005509,E-Commerce / Retail,billing,low,neutral,Price mismatch between cart and final checkout,"Dear support team,

Product showed $94 in cart but jumped to $139 at final checkout. I expected the advertised price.",2025-09-17,web,96
TKT-005511,E-Commerce / Retail,delivery,low,positive,Package ORD-2561132 delivered to someone else,"Good afternoon,

Delivery photo shows my package left at a different house. My address is clearly on the label.

Looking forward to your response.",2025-03-11,web,24
TKT-005512,E-Commerce / Retail,account,high,negative,Cannot update delivery address — reverts on save,"Hi there,

Every time I update my default address it reverts to the old one.

I expect a quick resolution.",2025-10-29,web,4
TKT-005514,E-Commerce / Retail,account,high,neutral,Promo code not applied — order ORD-1837807,"Hi,

I used code FLASH30 at checkout for order ORD-1837807 but the 59% discount was never deducted. I was charged $444.

Please help ASAP.",2025-03-01,web,8
TKT-005515,E-Commerce / Retail,account,medium,neutral,Password reset email not arriving,Clicked 'Forgot Password' 3 times. No reset email arrives. Checked spam.,2025-02-22,chat,8
TKT-005518,E-Commerce / Retail,technical,medium,positive,Checkout form validation loop — address rejected,"Hi there,

Checkout keeps saying my address is invalid. I've tried 16 times.

Please help ASAP.",2025-12-19,web,24
TKT-005521,E-Commerce / Retail,technical,high,negative,App crashes at payment on iOS 17,"Good afternoon,

The app crashes every time I reach the payment screen. Reinstalled twice. Version 4.1.2.

Please help ASAP.",2025-06-02,mobile,8
TKT-005526,E-Commerce / Retail,delivery,high,neutral,Missing items from order ORD-8379369,"Hey,

I received the box for order ORD-8379369 but only 2 of 4 items were inside.

I expect a quick resolution.",2025-05-09,email,1
TKT-005534,E-Commerce / Retail,billing,high,negative,Cancelled order ORD-1009139 but still charged,"Hi there,

I cancelled order ORD-1009139 within 22 minutes of placing it but was still charged $579.",2025-11-12,chat,1
TKT-005537,E-Commerce / Retail,account,medium,neutral,Loyalty points dropped to zero after app update,"Hey,

I had 4510 points. After the app updated on 2026-02-04 they all vanished.

Please help ASAP.",2025-07-03,web,96
TKT-005545,E-Commerce / Retail,technical,high,neutral,Entire order history disappeared after app update,"Dear support team,

After updating to v4.2.0 on 2026-02-08, all 60 past orders are gone.",2025-06-27,email,2
TKT-005546,E-Commerce / Retail,billing,low,positive,Promo code not applied — order ORD-6275986,"I used code FLASH30 at checkout for order ORD-6275986 but the 60% discount was never deducted. I was charged $19.

I expect a quick resolution.",2025-11-06,mobile,48
TKT-005549,E-Commerce / Retail,delivery,high,negative,Return pickup for ORD-9487745 never scheduled,"To whom it may concern,

I requested a return pickup for order ORD-9487745 on 2026-02-04 but no one has contacted me to arrange it.",2025-09-03,mobile,24
TKT-005551,E-Commerce / Retail,technical,medium,negative,Cannot add items to cart — page keeps reloading,"Hi there,

I'm having a serious issue — every 'Add to Cart' click reloads the page and leaves the cart empty. Tried Firefox on iOS 17.

Regards,",2025-05-19,mobile,96
TKT-005555,E-Commerce / Retail,technical,high,neutral,Product images broken on all pages,"Good afternoon,

All images show broken icons on Chrome v120 on Windows 11. Cleared cache.

Please help ASAP.",2025-07-18,web,4
TKT-005559,E-Commerce / Retail,billing,high,positive,Double charge on order ORD-7445414,"Hi there,

I was charged twice for order ORD-7445414. Both $317 charges appeared on my credit card on 2026-02-08. Please refund the duplicate.

Best,",2026-01-31,web,4
TKT-005560,E-Commerce / Retail,technical,medium,negative,App crashes at payment on iOS 17,"Good afternoon,

I'm having a serious issue — the app crashes every time I reach the payment screen. Reinstalled twice. Version 4.1.2. I am very frustrated.

Best,",2025-08-06,chat,12
TKT-005561,E-Commerce / Retail,account,low,neutral,Account shows wrong order count,"Hey,

My account summary says I have 20 orders but I've actually placed 46.",2025-03-28,email,24
TKT-005565,E-Commerce / Retail,account,low,neutral,Account shows wrong order count,"Good morning,

My account summary says I have 17 orders but I've actually placed 51.",2025-12-15,web,96
TKT-005566,E-Commerce / Retail,technical,medium,neutral,Entire order history disappeared after app update,"Good afternoon,

After updating to v4.3.1 on 2026-02-11, all 33 past orders are gone.",2025-05-26,mobile,72
TKT-005570,E-Commerce / Retail,billing,high,negative,Refund for order ORD-4872690 not received after 19 days,"Hi,

I cancelled order ORD-4872690 on 2026-01-28. The $762 refund was promised within 3 business days. Still nothing.

Regards,",2025-10-02,mobile,4
TKT-005575,E-Commerce / Retail,delivery,high,negative,Wrong item in order ORD-7490167,"Hello,

I'm really frustrated because i ordered a size M navy jacket but received the wrong size in order ORD-7490167. 

I expect a quick resolution.",2025-09-09,mobile,4
TKT-005576,E-Commerce / Retail,billing,high,negative,Price mismatch between cart and final checkout,"Dear support team,

I can't believe that product showed $621 in cart but jumped to $655 at final checkout. I expected the advertised price. ",2025-12-08,chat,4
TKT-005579,E-Commerce / Retail,billing,high,negative,Subscription charge I never authorised,"Good afternoon,

A $19/month charge appeared on my statement. I never signed up for any subscription. Please cancel and refund all 2 months.

Looking forward to your response.",2025-07-21,web,24
TKT-005580,E-Commerce / Retail,billing,low,negative,Cancelled order ORD-3855213 but still charged,"Hello,

I cancelled order ORD-3855213 within 13 minutes of placing it but was still charged $97. This is very urgent.

Please help ASAP.",2025-10-08,mobile,120
TKT-005581,E-Commerce / Retail,account,medium,negative,Account suspended without notification,"Good afternoon,

I logged in to find my account suspended. No email, no warning. I have 29 pending orders. I need this resolved immediately.

Regards,",2025-05-06,email,24
TKT-005585,E-Commerce / Retail,billing,high,negative,Refund for order ORD-5677163 not received after 16 days,"I cancelled order ORD-5677163 on 2026-01-28. The $347 refund was promised within 5 business days. Still nothing. This is very urgent.

Best,",2025-02-26,web,48
TKT-005589,E-Commerce / Retail,technical,medium,neutral,App crashes at payment on Windows 11,"Good morning,

The app crashes every time I reach the payment screen. Reinstalled twice. Version 4.2.0.

Looking forward to your response.",2025-07-15,mobile,12
TKT-005590,E-Commerce / Retail,billing,medium,negative,Wrong amount charged on order ORD-5663380,"Hello,

I can't believe that invoice for order ORD-5663380 shows $501 but the product page listed $424. I was overcharged by $77.

Thanks,",2025-09-04,mobile,24
TKT-005592,E-Commerce / Retail,delivery,high,negative,Order ORD-7386484 delivered to wrong address,"Hey,

This is unacceptable — fedEx shows order ORD-7386484 delivered to wrong street. My correct address is on the confirmation. This is very urgent.

Please help ASAP.",2025-10-07,web,48
TKT-005595,E-Commerce / Retail,delivery,high,neutral,Package ORD-4850730 delivered to someone else,"Good afternoon,

Delivery photo shows my package left at a different house. My address is clearly on the label.

Please help ASAP.",2025-06-12,web,24
TKT-005598,E-Commerce / Retail,account,medium,negative,Cannot see invoices or download receipts,"Good afternoon,

I'm having a serious issue — 'My Invoices' shows a blank page. I need receipts for 4 orders for expenses. This is very urgent.

Thank you,",2025-03-21,web,24
TKT-005599,E-Commerce / Retail,billing,high,negative,Refund for order ORD-4461265 not received after 17 days,"Good morning,

I cancelled order ORD-4461265 on 2026-01-29. The $772 refund was promised within 7 business days. Still nothing.

Looking forward to your response.",2025-07-03,mobile,1
TKT-005600,E-Commerce / Retail,delivery,high,negative,Order ORD-1803125 delivered to wrong address,"To whom it may concern,

USPS shows order ORD-1803125 delivered to wrong street. My correct address is on the confirmation.

Regards,",2025-12-13,web,8
TKT-005601,E-Commerce / Retail,billing,high,negative,Subscription charge I never authorised,A $6/month charge appeared on my statement. I never signed up for any subscription. Please cancel and refund all 6 months. ,2025-06-14,web,4
TKT-005602,E-Commerce / Retail,delivery,high,negative,Package ORD-2584963 delivered to someone else,"Delivery photo shows my package left at a different house. My address is clearly on the label.

Please help ASAP.",2025-04-20,mobile,2
TKT-005603,E-Commerce / Retail,technical,medium,neutral,App crashes at payment on macOS Sonoma,"Good afternoon,

The app crashes every time I reach the payment screen. Reinstalled twice. Version 4.1.2.

Best,",2026-01-22,chat,72
TKT-005605,E-Commerce / Retail,account,medium,negative,Locked out by two-factor authentication,"I got a new phone and cannot get past the 2FA screen.

I expect a quick resolution.",2025-07-26,mobile,24
TKT-005607,E-Commerce / Retail,account,medium,negative,Account shows wrong order count,"Dear support team,

My account summary says I have 19 orders but I've actually placed 45. I am very frustrated.",2025-07-22,chat,12
TKT-005608,E-Commerce / Retail,delivery,low,negative,Wrong item in order ORD-3512904,"Good morning,

I ordered a size M black jacket but received the wrong colour in order ORD-3512904. This has been going on for too long.

Thank you,",2025-04-12,email,48
TKT-005611,E-Commerce / Retail,delivery,high,negative,Package ORD-7025406 marked delivered but missing,"Hi there,

USPS shows order ORD-7025406 delivered 2026-02-08 but nothing is at my door or with neighbours. Tracking: 1Z6208416643.

Thanks,",2025-12-17,web,24
TKT-005612,E-Commerce / Retail,billing,high,negative,Gift card balance ignored at checkout,"Hi,

My $461 gift card (GC-390206) was not deducted at checkout. I was charged the full amount. ",2025-10-09,mobile,1
TKT-005619,E-Commerce / Retail,delivery,low,negative,Order ORD-4460067 not delivered on time,"Dear support team,

Order ORD-4460067 was due 2026-02-11. It is now 3 days late. FedEx tracking 1Z5242560875 shows no updates. This is very urgent.",2025-10-29,mobile,48
TKT-005628,E-Commerce / Retail,account,medium,negative,Locked out by two-factor authentication,"Hi there,

I got a new phone and cannot get past the 2FA screen. 

Please help ASAP.",2025-04-23,mobile,96
TKT-005631,E-Commerce / Retail,account,high,neutral,Locked out by two-factor authentication,"Dear support team,

I got a new phone and cannot get past the 2FA screen.",2025-12-23,mobile,2
TKT-005632,E-Commerce / Retail,delivery,high,negative,Package ORD-1535750 delivered to someone else,"Delivery photo shows my package left at a different house. My address is clearly on the label. 

Please help ASAP.",2025-10-18,mobile,4
TKT-005633,E-Commerce / Retail,billing,medium,positive,Cancelled order ORD-9907637 but still charged,"Hi,

I cancelled order ORD-9907637 within 24 minutes of placing it but was still charged $210.

Please help ASAP.",2025-11-09,web,12
TKT-005644,E-Commerce / Retail,technical,low,neutral,Entire order history disappeared after app update,"Hello,

After updating to v4.2.0 on 2026-02-10, all 52 past orders are gone.

Thank you,",2025-10-02,web,48
TKT-005649,E-Commerce / Retail,account,medium,positive,Loyalty points dropped to zero after app update,"Good afternoon,

I had 3228 points. After the app updated on 2026-02-04 they all vanished.

Please help ASAP.",2026-01-24,mobile,72
TKT-005650,E-Commerce / Retail,technical,medium,positive,Product images broken on all pages,"Dear support team,

All images show broken icons on Edge v116 on macOS Sonoma. Cleared cache.",2025-11-15,chat,24
TKT-005653,E-Commerce / Retail,technical,medium,negative,App crashes at payment on iOS 17,"I'm really frustrated because the app crashes every time I reach the payment screen. Reinstalled twice. Version 4.1.2.

Looking forward to your response.",2025-12-14,web,72
TKT-005654,E-Commerce / Retail,technical,low,neutral,Payment page 504 Gateway Timeout,Every time I click 'Proceed to Payment' I get a 504 error after ~30s. Tried Firefox and mobile.,2025-11-04,mobile,120
TKT-005655,E-Commerce / Retail,technical,medium,neutral,Payment page 504 Gateway Timeout,"Dear support team,

Every time I click 'Proceed to Payment' I get a 504 error after ~30s. Tried Firefox and mobile.",2025-09-23,chat,96
TKT-005656,E-Commerce / Retail,technical,low,negative,Search returns zero results for existing products,"Hi there,

I'm having a serious issue — searching 'wireless headphones' returns nothing, yet these products appear on the homepage.",2025-04-18,web,96
TKT-005657,E-Commerce / Retail,billing,high,negative,Double charge on order ORD-9756427,"Hi there,

I can't believe that i was charged twice for order ORD-9756427. Both $169 charges appeared on my credit card on 2026-02-06. Please refund the duplicate.

Thanks,",2025-06-04,web,4
TKT-005659,E-Commerce / Retail,technical,medium,neutral,Payment page 504 Gateway Timeout,Every time I click 'Proceed to Payment' I get a 504 error after ~30s. Tried Firefox and mobile.,2025-06-15,mobile,48
TKT-005661,E-Commerce / Retail,billing,medium,negative,Gift card balance ignored at checkout,"Hello,

My $224 gift card (GC-668843) was not deducted at checkout. I was charged the full amount.

Looking forward to your response.",2025-02-26,chat,48
TKT-005662,E-Commerce / Retail,technical,medium,negative,App crashes at payment on Windows 11,"Hey,

The app crashes every time I reach the payment screen. Reinstalled twice. Version 4.2.0. 

Regards,",2025-10-22,email,96
TKT-005665,E-Commerce / Retail,technical,low,positive,App crashes at payment on Windows 11,"Good afternoon,

The app crashes every time I reach the payment screen. Reinstalled twice. Version 4.2.0.

Best,",2025-11-09,mobile,120
TKT-005666,E-Commerce / Retail,delivery,high,neutral,Damaged item in order ORD-8384987,"To whom it may concern,

The item in order ORD-8384987 arrived with a broken outer box. Product inside is unusable. I have photos.",2026-02-04,mobile,24
TKT-005668,E-Commerce / Retail,billing,high,neutral,Promo code not applied — order ORD-6841992,"Hi there,

I used code FLASH30 at checkout for order ORD-6841992 but the 51% discount was never deducted. I was charged $329.

Regards,",2026-01-08,mobile,12
TKT-005670,E-Commerce / Retail,technical,medium,negative,Website logs me out every few minutes,"To whom it may concern,

This is unacceptable — the site logs me out every 5 minutes even when actively using it. Cookies are enabled. This is very urgent.

Looking forward to your response.",2025-04-30,web,12
TKT-005675,E-Commerce / Retail,delivery,low,negative,Missing items from order ORD-2584539,"Good afternoon,

I'm having a serious issue — i received the box for order ORD-2584539 but only 1 of 4 items were inside.",2025-06-20,mobile,48
TKT-005681,E-Commerce / Retail,billing,high,neutral,Price mismatch between cart and final checkout,"To whom it may concern,

Product showed $447 in cart but jumped to $462 at final checkout. I expected the advertised price.

Thank you,",2025-08-26,mobile,1
TKT-005683,E-Commerce / Retail,technical,medium,neutral,App crashes at payment on macOS Sonoma,"To whom it may concern,

The app crashes every time I reach the payment screen. Reinstalled twice. Version 4.1.2.

Looking forward to your response.",2025-04-10,web,8
TKT-005684,E-Commerce / Retail,delivery,high,negative,Damaged item in order ORD-3507839,"The item in order ORD-3507839 arrived with a broken outer box. Product inside is unusable. I have photos. I am very frustrated.

Best,",2026-01-17,chat,48
TKT-005687,E-Commerce / Retail,account,high,neutral,Cannot log in despite correct credentials,"I reset my password 10 minutes ago but still get 'Invalid credentials' on 5 devices.

Regards,",2025-06-19,chat,4
TKT-005688,E-Commerce / Retail,billing,high,negative,Double charge on order ORD-2290961,"Good morning,

I was charged twice for order ORD-2290961. Both $121 charges appeared on my debit card on 2026-02-05. Please refund the duplicate.

I expect a quick resolution.",2025-11-22,mobile,4
TKT-005696,E-Commerce / Retail,delivery,medium,positive,Package ORD-3397934 delivered to someone else,"Delivery photo shows my package left at a different house. My address is clearly on the label.

Please help ASAP.",2025-12-08,mobile,96
TKT-005698,E-Commerce / Retail,delivery,high,negative,Paid for express shipping on ORD-9352791 but standard used,"To whom it may concern,

I'm having a serious issue — i paid $15 for next-day shipping on order ORD-9352791 but it arrived 6 days late. I am very frustrated.

Thanks,",2025-06-02,chat,2
TKT-005705,E-Commerce / Retail,billing,high,negative,Promo code not applied — order ORD-8162386,"Hi there,

This is unacceptable — i used code SAVE15 at checkout for order ORD-8162386 but the 77% discount was never deducted. I was charged $570.",2025-12-25,web,1
TKT-005707,E-Commerce / Retail,technical,high,neutral,App crashes at payment on macOS Sonoma,The app crashes every time I reach the payment screen. Reinstalled twice. Version 4.1.2.,2025-11-19,web,8
TKT-005709,E-Commerce / Retail,delivery,medium,negative,Package ORD-5311484 marked delivered but missing,"To whom it may concern,

DHL shows order ORD-5311484 delivered 2026-02-10 but nothing is at my door or with neighbours. Tracking: 1Z9871334193.

Regards,",2025-10-07,web,48
TKT-005710,E-Commerce / Retail,technical,medium,neutral,Wishlist items disappear after logout,"Hi there,

I save items to my wishlist but every time I log out and back in the wishlist is empty.

I expect a quick resolution.",2025-10-01,mobile,24
TKT-005711,E-Commerce / Retail,billing,high,negative,Gift card balance ignored at checkout,"To whom it may concern,

This is unacceptable — my $579 gift card (GC-623568) was not deducted at checkout. I was charged the full amount. This is very urgent.

Thanks,",2025-06-16,mobile,8
TKT-005712,E-Commerce / Retail,delivery,high,neutral,Paid for express shipping on ORD-3514749 but standard used,I paid $15 for next-day shipping on order ORD-3514749 but it arrived 4 days late.,2025-08-23,web,12
TKT-005723,E-Commerce / Retail,billing,medium,neutral,Double charge on order ORD-5828508,"Hey,

I was charged twice for order ORD-5828508. Both $36 charges appeared on my bank account on 2026-02-06. Please refund the duplicate.

I expect a quick resolution.",2025-04-06,email,12
TKT-005724,E-Commerce / Retail,technical,low,neutral,Wishlist items disappear after logout,"Good morning,

I save items to my wishlist but every time I log out and back in the wishlist is empty.

I expect a quick resolution.",2025-09-11,web,48
TKT-005726,E-Commerce / Retail,account,medium,neutral,Cannot log in despite correct credentials,"Hey,

I reset my password 10 minutes ago but still get 'Invalid credentials' on 3 devices.",2025-10-17,mobile,24
TKT-005728,E-Commerce / Retail,delivery,medium,negative,Package ORD-9779264 delivered to someone else,"Good afternoon,

Delivery photo shows my package left at a different house. My address is clearly on the label.

Please help ASAP.",2025-08-12,mobile,24
TKT-005729,E-Commerce / Retail,delivery,medium,negative,Return pickup for ORD-8293062 never scheduled,"I'm having a serious issue — i requested a return pickup for order ORD-8293062 on 2026-02-10 but no one has contacted me to arrange it.

Looking forward to your response.",2025-04-15,web,24
TKT-005732,E-Commerce / Retail,billing,high,neutral,Promo code not applied — order ORD-8292886,"Good afternoon,

I used code SAVE15 at checkout for order ORD-8292886 but the 8% discount was never deducted. I was charged $488.",2025-10-07,mobile,48
TKT-005735,E-Commerce / Retail,delivery,medium,negative,Package ORD-3733157 marked delivered but missing,"Hey,

UPS shows order ORD-3733157 delivered 2026-02-09 but nothing is at my door or with neighbours. Tracking: 1Z8519520013.",2025-04-07,email,72
TKT-005736,E-Commerce / Retail,delivery,high,positive,Paid for express shipping on ORD-8965597 but standard used,"Hey,

I paid $12 for next-day shipping on order ORD-8965597 but it arrived 6 days late.

Looking forward to your response.",2025-08-24,web,4
TKT-005737,E-Commerce / Retail,delivery,low,negative,Paid for express shipping on ORD-9567630 but standard used,"I can't believe that i paid $18 for next-day shipping on order ORD-9567630 but it arrived 3 days late. This has been going on for too long.

Thanks,",2025-10-05,web,24
TKT-005740,E-Commerce / Retail,technical,medium,neutral,Payment page 504 Gateway Timeout,"Good morning,

Every time I click 'Proceed to Payment' I get a 504 error after ~30s. Tried Safari and mobile.

Looking forward to your response.",2025-07-10,web,24
TKT-005742,E-Commerce / Retail,technical,low,negative,Product images broken on all pages,"I can't believe that all images show broken icons on Chrome v110 on macOS Sonoma. Cleared cache. This is very urgent.

Best,",2025-06-09,mobile,120
TKT-005748,E-Commerce / Retail,technical,medium,neutral,Entire order history disappeared after app update,"Hey,

After updating to v4.2.0 on 2026-02-09, all 25 past orders are gone.

Looking forward to your response.",2025-07-10,email,48
TKT-005751,E-Commerce / Retail,account,low,neutral,Locked out by two-factor authentication,"Dear support team,

I got a new phone and cannot get past the 2FA screen.

Please help ASAP.",2025-05-31,mobile,96
TKT-005752,E-Commerce / Retail,technical,low,neutral,Website logs me out every few minutes,The site logs me out every 2 minutes even when actively using it. Cookies are enabled.,2025-09-28,email,48
TKT-005756,E-Commerce / Retail,delivery,high,negative,Order ORD-5812899 delivered to wrong address,"Good morning,

USPS shows order ORD-5812899 delivered to wrong zip code. My correct address is on the confirmation.

Thanks,",2026-02-10,web,48
TKT-005757,E-Commerce / Retail,billing,medium,negative,Partial refund for order ORD-6944002 is short,"Good morning,

I can't believe that i returned 3 items from order ORD-6944002 worth $107. The refund I got was only $50. I'm owed $57 more.

Thanks,",2025-03-17,mobile,48
TKT-005758,E-Commerce / Retail,technical,low,positive,App crashes at payment on macOS Sonoma,"To whom it may concern,

The app crashes every time I reach the payment screen. Reinstalled twice. Version 4.1.2.

Please help ASAP.",2025-03-24,web,24
TKT-005765,E-Commerce / Retail,account,low,neutral,Locked out by two-factor authentication,"I got a new phone and cannot get past the 2FA screen.

Thank you,",2025-03-11,web,96
TKT-005769,E-Commerce / Retail,technical,medium,neutral,Website logs me out every few minutes,"The site logs me out every 2 minutes even when actively using it. Cookies are enabled.

Looking forward to your response.",2026-01-01,chat,12
